"service","date","time","message"
"twitter",2021-07-21,10:53:00,"kapolri jenderal polisi drs listyo sigit prabowo patroli malam langsung aktivitas patuh masyarakat pemberlakuan batas giat masyarakat ppkm darurat"
"twitter",2021-07-25,14:10:00,"chikinwinwin naeunaniya itsokayl pengin lihat r card plis loudly crying face raised hand"
"instagram",2021-08-14,14:30:00,"hai gaess kabar moga ya pandemi jarang ketemu kerabat teman sodara baik kabar support positif ya silaturahmi jaga stay safe and healthy guys smiling face with sunglasses smiling face with sunglasses happy weekend"
"twitter",2021-07-20,16:47:00,"ppkm cari ngeprint mana ya allah loudly crying face"
"instagram",2021-08-11,18:31:00,"bahan rayon ld 120 100 65k sparkles"
"twitter",2021-07-07,09:08:00,"ppkm pelan pelan mati"
"youtube",2021-07-20,13:17:00,"hah salah dengar planggran nya damai gila atur nya gampang mencla mencle aneh nyata indonesia"
"twitter",2021-09-14,15:39:00,"detikcom mana apply nya min jam mah 13 film horor gue anggep tonton film dki min horor umum panjang ppkm sinetron pakai level level horror"
"instagram",2021-08-17,23:25:00,"merdeka syukur team ya solid kali meeting sharing bareng tawa bareng sukses bareng red heart psstt slide 9 ya guys 10"
"instagram",2021-07-20,21:39:00,"sweet caramel chocolate high body syrupy long after taste ya thick crema maksud deskripsi lebar lihat foto kombinasi crema espresso mokapod uye yumy lengkap pagi semangat penasaran penasaran penasaran cus langsung ecommerce web otten langsung order nikmat sensasi ekasatrias0609 masbray467 likha daffaaysar ottencoffee"
"instagram",2021-07-17,17:54:00,"lemak tubuh nih hempas pilih jalan diet fast slimming lemak lemak ganggu pandang mata luntur pakai ampun flexed biceps bawa pengin kaca foto selfie kalo rasai khasiat raih badan langsing ideal smiling face with heart eyes yuk kasih lama lemak tempel badan order klik link bio produk fast slim 100 herbal aman derita maag susu pria anak usia 12 bpom halal mu certified heavy check mark mobile phone with arrow whatsapp konsultasi 08121418888 red heart shopee fastjabar green heart tokopedia fastjabar praktis save backhand index pointing right klik linktree biodata"
"twitter",2021-07-25,15:12:00,"tapiiqbaalqibul panjang 17 ags 45"
"instagram",2021-07-07,07:26:00,"kkn usd lxii laku ppkm hadap lonjak covid 19 cepat varian akibat diam rumah saja giat giat jalan karantina isolasi simak poster teman teman moga poster kirim manfaat dipraktekan teman teman keluarga terimakasih luang baca isi poster jaga sehat waspada covid 19 teman teman"
"youtube",2021-07-24,08:46:00,"brokir biadab rakyat tumbal tunggu balas azab allah"
"youtube",2021-07-27,12:27:00,"geboy"
"twitter",2021-08-21,21:03:00,"ppkm jawa bal panjang 8 kabupaten kota hasil turun level 3 vaksin solusi pandemi"
"twitter",2021-07-13,20:12:00,"k4n9f4th1rad7a bukasunndeso thumbs up"
"twitter",2021-07-11,19:15:00,"ercun"
"instagram",2021-09-06,15:01:00,"lord lord"
"twitter",2021-07-26,19:16:00,"mbah ndrong sabar ya"
"twitter",2021-07-16,23:44:00,"kapolri apresiasi antusiasme masyarakat ikut vaksinasi cepat herd immunity ppkm cegah sebar instagram com p crzsxknd7lp"
"instagram",2021-09-24,19:04:00,"alun alun kota gianyar ppkm tutup buka masyarakat olahraga areal sekedar lepas penat bal safari gajah taro buka alun alun gianyar bentar spanduk cabut bupati gianyar made mahayastra sumber koranbaliexpress baca lengkap"
"instagram",2021-08-17,12:40:00,"online ok toko sila harga rp 5 000 enak mahal yacool tea grand batavia sedia gofood grabfood shopee bakwan malang ikiwae grand batavia sedia shopee grabfood gofood keluarga sindang sari c pasar kemis teman teman toko google map ya ijin follow follback teman teman folded hands note online 10 30 20 00 toko 09 30 21 00 khusus jumat online bakwan malang ikiwae jam 13 30"
"instagram",2021-07-22,09:13:00,"opening now pesan sabtu kirim rumah yuk tunggu sparkles venta taco mejores del mundo globe showing asia australia"
"twitter",2021-07-23,07:35:00,"pemerintah alas ppkm darurat buka tahap 26 juli"
"twitter",2021-07-23,18:10:00,"convomf maksud"
"twitter",2021-07-11,22:55:00,"namericanno ppkm singkat pelan pelan ku dekat mu"
"instagram",2021-09-20,12:04:00,"dandim 0720 rembang letkol kav don wahyu sejati sih sos kepala sekolah smk neger 2 rembang bambang gue damping plt pasiops kodim 0720 rembang letda arm supartono melaksanan ecek jalan giat serbu vaksinasi covid 19 usia remaja siswa smk n 2 rembang klinik pratama kartika 23 rembang tempat aula smk n 2 rembang hati protokol sehat ncovid19"
"twitter",2021-07-02,15:00:00,"pemberlakuan ppkm darurat khusus wilayah jawa bal laksana tanggal 3 juli 20 juli 2021"
"twitter",2021-10-05,20:43:00,"jisoer alam ya"
"youtube",2021-07-18,15:20:00,"indonesia tinggi sakit cap covid emak gue periksa sakit telinga tanda tang surat covid corona mentang2 corona daun"
"twitter",2021-10-22,13:03:00,"ppkm level 2 satgas covid tertib kafe bandarlampung hari momentum harianmomentum com read 37195 ppk"
"twitter",2021-08-28,08:33:00,"matagen3 up"
"twitter",2021-07-09,20:16:00,"tau ppkm tanggal"
"twitter",2021-09-02,22:01:00,"syifaafa izin donlot ya syif folded hands beaming face with smiling eyes gmn syif ambil computer based test nyaman kah tes mana"
"twitter",2021-07-06,20:10:00,"ppkm dagang mletre"
"instagram",2021-08-15,10:16:00,"lb fire f"
"twitter",2021-07-12,23:24:00,"dennysiregar7 jokowi iya bang pemerintah mumet sebar covid ganas dilema"
"twitter",2021-08-11,18:02:00,"cicaadingding olshopnya"
"twitter",2021-07-25,23:15:00,"ppkm panjang kang maman1965 gondrong"
"youtube",2021-07-06,15:53:00,"orang eg tau kecuali lu hajat tka manja warga tindas jiwa negarawan nasionalis"
"twitter",2021-09-18,11:14:00,"kapolri pesan masyarakat turun level ppkm jaga terap protokol sehat prokes ketat mana laksana 5m twitter com poldajateng sih"
"twitter",2021-07-21,10:04:00,"antik sekda papua lukas enembe cacat hukum ppkm indonesia sehat"
"twitter",2021-08-08,23:39:00,"coffebit idih banget"
"youtube",2021-07-25,15:59:00,"ceppyku"
"instagram",2021-07-22,10:21:00,"request bandara update data tumpang bangang ya biar enak manatau perbngan gelap tampung tka"
"twitter",2021-07-03,23:21:00,"populer jalan tutup ppkm darurat rachmawati wafat rebut susu uang bear brand"
"twitter",2021-07-06,06:15:00,"kompascom tolong ppkm gaji blokir ya biar tau orang"
"instagram",2021-10-21,18:11:00,"moga kerja sia sia ya suka belanja impulsif yuk buang"
"twitter",2021-07-08,03:29:00,"semenjak ppkm jam tidur berantak"
"twitter",2021-07-18,11:01:00,"tubirfess sabar ya nder gua umpat lihat selebgram idiot jalan jalan suami gua lost job kemarin kantor kena dampak covid ppkm kayak bunuh rakyat miskin perlahan lahan"
"instagram",2021-07-05,19:03:00,"tanggal 1 juli 2021 menteri koordinator maritim invetasi luhut binsar pandjaitan merinci hari pecah rekor angka positif 24 836 tingkat kali lipat pekan angka mati tingkat 250 periode angka direspon presiden joko widodo umum bijak ppkm pemberlakuan batas giat masyarakat ppkm darurat wilayah jawa bal tanggal 2 juli 2021 kondisi anggota komisi v dpr r athari gauthi ardi khawatir masyarakat sumatera barat sumbar athari menghimbau masyarakat sumbar tingkat waspada disiplin protokol sehat kondisi khawatir positif covid 19 tingkat data nas sehat provinsi sumbar zona orange kondisi bahaya sehat depan tingkat waspada disiplin protokol sehat athari harianhaluan com 5 7 2021 athari sumbar alami alami jawa bal jawa bal lonjak positif tinggal akibat covid 19 tingkat tajam nilai dampak turun ekonomi masyarakat jawa bal ppkm sekala mikro positif tingkat tajam positif meningal dunia ekonomi masyarakat susah berita lengkap link bio cek stories"
"instagram",2021-10-28,11:18:00,"type home decor rayung surai orange haloo cari produk rustic kece kualitas murah bandung rustic market jawab yuk tinggal klik link bio langsung show room kaki jl sukanagara no 48 antapani kidul kota bandung rusticmarket bdg happy shopping have a nice day"
"twitter",2021-07-18,22:39:00,"monyet ppkm suka citra"
"instagram",2021-08-27,09:05:00,"halo cinta mitsubishi program ppnbm agustus proses promo xpander xpander cross juli milik mobil xpander impi bingung cari kendara bisnis l300 solusi kendara legendaris angkut butuh bisnis kendara tenaga tembus medan awat murag gampang l300 berhadian tv led dapat informasi lengkap sun star motor purwokerto jalan jenderal sudirman timur no 833 koh tlp 0281 621666 hp 081225136665"
"twitter",2021-07-11,22:51:00,"partono adjem senang lihat lois harap sekolah sgr masuk biar anak kagak keluyur main hp mulu swabswibswub kalo kota periksa biar juta rakyat ppkm jelas sih ngamuk tinggal ngelurusin"
"instagram",2021-08-30,13:29:00,"surabaya kompastv jawa timur sekolah tengah kota surabaya gelar pembelajaran tatap muka batas sekolah boleh gelar pembelajaran tatap muka batas kapasitas siswa maksimal 50 persen sekolah sma neger 16 surabaya salah satu gelar sekolah tatap muka sekolah tatap muka batas gelar 7 pagi pembelajaran batas 4 jam hari 11 siang kapasitas kelas batas 50 persen siswa boleh ikut ptm batas siswa bagi suai nomor absen ganjil genap pembelajaran tatap muka gelar hari jawa timur pembelajaran tatap muka batas gelar wilayah ppkm level 3 2 1"
"instagram",2021-07-20,17:13:00,"halo garmin people mall tutup khawatir ya garmin store central park adakan sistem home delivery service order by chat kejap barang rumah free ongkir lho more info whatsapp home delivery service ya no whatsapp center garmin central park 0895391463779"
"instagram",2021-07-14,12:00:00,"serah terima sigra bpk sobirin terimakasih bpk percaya randy beli unit daihatsu moga berkah rezeki unit ya bu cari daihatsu randy grinning face grinning face grinning face grinning face grinning face grinning face grinning face bonus free nya free member astra world 5th free jasa service 50 000km free anti karat free paint protection free segitiga free p3k free talang air free tool kit free care kit free karpet dasar free redam kap mesin dapat untung tambah free body cover sarjog carger bonus uang saku juta rupiah customer get customer syarat tentu berlaku sayang keluarga langsung dm call cek my bio daihatsumobile id daihatsumobile id daihatsumobile id randaihatsu"
"twitter",2021-08-20,12:07:00,"ppkm sebab dapat sektor pajak lumajang turun"
"twitter",2021-08-29,07:19:00,"polsekkandat humaskedirires main ktr polisi weary face min ppkm"
"twitter",2021-09-29,13:15:00,"laksana operasi yustisi ppkm mikro pos sekat sitinjo aman"
"twitter",2021-08-01,17:13:00,"garenghallu lockdown tambah ekonomi"
"twitter",2021-08-01,12:06:00,"partai nyetir ngotot pengin lokdown ppkm malaah nyinyir mercyknalpotbemo bising"
"instagram",2021-07-15,13:40:00,"brkrumun warung ya resiko kmuknan dgangn laku bsar brkrumun masjid resiko kmukinan ketua dkm kna tegur denda kalo brkrumun jalan kemukinan kna rajia sangsi"
"twitter",2021-08-27,15:45:00,"gilir covid reda langsung membludak rumah entar amit amit ppkm mulu siklus"
"twitter",2021-07-08,13:10:00,"jokowi jabat sisih gaji tunjang kena dampak ppkm darurat"
"twitter",2021-08-14,18:23:00,"ybas25 yuk juang"
"twitter",2021-07-23,00:36:00,"ppkm selesai nya kasihan ldr tangis mulu"
"instagram",2021-08-06,09:32:00,"tuh tau detail yamaha follow us yamahakaltim sentralyamahasamarinda"
"twitter",2021-07-24,22:44:00,"asih ppkm panjang teh meh dadi es buah kesel dadi uwong"
"youtube",2021-10-08,19:13:00,"joice bengkak ye mesti kena sedap enak amazing"
"instagram",2021-08-25,16:31:00,"peel scrub tara facial klinik cantik cheeck white heavy check mark maksimal skincare face peel scrub ribet pergi klinik facial pas kayak kaya spirulina extract centella asiatica extract face peel scrub manfaat kulit green heart lunak keluar komedo kecil pori pori green heart bubble technologynya infus oksigen lapis kulit green heart spirulina extract mendetox kulit kulit sehat green heart angkat sel kulit mati kotor tumpuk kulit tunggu yuk langsung facial cantik 5 menit rumah bpom certified white heavy check mark money bag face peel scrub rp 125 000"
"twitter",2021-09-14,05:57:00,"indianails kayak selesai ppkm deh kak kota lamongan ppkm level 1"
"twitter",2021-07-30,18:26:00,"giat apel pagi personel polsek bunturaja pimpin langsung kapolsek bunturaja ako adinoto jumat tanggal 30 juli 2021 kapolsek bunturaja menghimbau personel bhabinkamtibmas menghimbau warga masyarakat pemberlakuan batas giat masyarakat"
"instagram",2021-07-25,12:25:00,"here sih our favorit duo that c help minimize pores and tighten your skin lifting glow serum pore away spot treatment sparkles kombinasi lifting glow serum pore away spot treatment bahan utama formulasi khusus encang kerut kecil pori kulit cerah dizzy lifting glow serum sparkles liftonin xpress liftonin xpress bahan aktif 74 encang pori rata kerut 1 jam guna rutin encang kerut tahap hasil permanen kulit sehat cahaya sparkles actosome whitenol bahan cerah baik bukti verifikasi ilmiah korea jepang fungsi menghhambat muncul enzim tirosinase akibat kulit gelap hasil nyata guna rutin 18 suai jurnal dizzy pore away spot treatment sparkles pore away asal ekstrak pohon damar wangi lentisk pistacia lentiscus bantu rangsang produksi kolagen baik struktur kulit rusak kecil ukur pori pori halus scar kulit pemakaian 2 28 sparkles early boost kombinasi bahan aktif aqua glycerin jania rubens extract sodium carrageenan milik sifat anti aging bantu hilang keriput kerut wajah encang kulit hidrasi kulit"
"twitter",2021-07-04,23:30:00,"presiden mundur oh singkat ppkm aliansibem si bemui official bemunair id bemunj official bem unpad bem unsoed"
"youtube",2021-10-11,20:20:00,"ngemil"
"twitter",2021-08-14,17:04:00,"dukung terap prokes suai atur pemerintah anjurkan ya guys ppkm darurat"
"twitter",2021-07-03,16:52:00,"sunda ikut ppkm provinsi sunda jawa bal grinning face with sweat"
"twitter",2021-10-10,22:11:00,"patroli gabung tni polri satpol pp kota kalong rangka wasdal gakkum edukasi laksana ppkm wilayah kota kalong minggu 10 10"
"twitter",2021-07-12,12:03:00,"pemerintah revisi atur ppkm darurat salah satu tiada giat resepsi nikah rumah"
"instagram",2021-08-13,10:13:00,"bingung yuk rumpi ppkm kak ayu devi fitri wahyu bahas live ya lewat seru ber 4 live akun nobby malang nobby daanmogot nobby makassar2 nobby banjarbaru jum at 13 agustus 2021 jam 13 00 wib giveaway 3 dress follow 4 akun toko disetiap sharing sessionnya face blowing a kiss turn on your notifications and sih you face blowing a kiss"
"twitter",2021-07-05,02:27:00,"masa ppkm tka masuk"
"instagram",2021-08-15,19:38:00,"road independence day unit usaha atk bookstore adakan diskon nih untuk kopmania rumah produk yuk kopmania stay tune dapat informasi harap sabar ya kopmania"
"twitter",2021-07-19,06:16:00,"kpk periksa lukas enembe korupsi dana otsus ppkm pulih indonesia"
"instagram",2021-07-07,17:49:00,"makna ppkm beaming face with smiling eyes folded hands"
"instagram",2021-07-11,22:05:00,"rakyat kompak byr pajak kelar hidup lo fire fire fire"
"twitter",2021-09-10,17:24:00,"akibat ppkm panjang face with tears of joy face with tears of joy face with tears of joy smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes"
"twitter",2021-08-09,14:51:00,"baseguci halo bosan ppkm solusi nih jual aplikasi premium yuk buru order smiling face with heart eyes jamin murah trusted aman testi cek pinned sparkles money with wings dana shopeepay gopay mandiri"
"twitter",2021-08-11,18:52:00,"jubir menko keluar angka mati asesmen ppkm dlvr s5rwz4"
"twitter",2021-07-27,22:35:00,"lepas virus jangkit global yuk taat atur ppkm baik pasien positif virus turun"
"twitter",2021-08-23,12:30:00,"suryadelalu arsenal kalah 2x untun ppkm panjang arsenal menang 3x untun relieved face folded hands grinning face with sweat"
"instagram",2021-08-06,01:13:00,"agenda selesai ppkm panjang besar gas gassan clinking beer mugs"
"instagram",2021-07-22,10:10:00,"yuk bantu"
"instagram",2021-08-03,07:35:00,"selektif pilih jasa hapus akun exclamation mark oknum manfaat tipu mengatasnamakan jasa hapus akun jasa hapus akun bantu customer tutup akun alas benar tutup akun isi aib akun palsu dsb kenal jasa akun sosmed lihat timeline postingan website lihat kredibilitas web transfer hapus data ktp sim hapus fb 2 ig twitter jasa amanah moga manfaat"
"instagram",2021-09-04,22:21:00,"dandim 0720 rembang letkol kav don wahyu sejati sih sos serta asih don wahyu damping plt pasiter kodim 0720 rembang kapten coba yuli eko triono ketua fkpi kabupaten rembang tamu undang laksana giat vicon kasad jenderal tni andika perkasa serta hety andika perkasa rangka giat bakti sosial bqgi nak yatim piatu terap protokol sehat ketat"
"instagram",2021-08-17,11:19:00,"pemerintah putus panjang pemberlakuan batas giat masyarakat ppkm level 2 4 jawa bal periode senin 16 8 2021 panjang ppkm level 2 4 23 agustus 2021 ppkm level 4 3 2 jawa bal panjang 23 agustus 2021 menteri koordinator bidang maritim investasi indonesia luhut binsar pandjaitan siar virtual kanal youtube sekretariat presiden senin 16 8 2021 malam baca lengkap kunjung podcast pro3 rri swipe up taut story instagram biar rri liput saji informasi edukasi hibur dengar tonton rumah tulis miechell octovy editor berita nugroho kode visual rd"
